,neighbhood,nameAr,lat,lng,types,rating,user_ratings_total,delivery,dine_in,isLoved,schoolNum,companieNum,officeNum,HotelNum,parksNum,isSuccessful,neighbhood_id,CompNum
1362,dhahrat al badiah,ظهرة البديعة,24.5902832,46.651735,Restaurants,3,1061,True,True,1,20,4,1,0,5,0,55,9
1363,ar rawdah,الروضة,24.7343078,46.7835349,Coffee,4,1069,True,True,1,20,13,15,8,11,0,14,31
1364,as salam,السلام,24.6200862,46.7095332,Coffee,3,11,True,True,1,20,10,13,7,8,0,96,16
1365,al mansurah,المنصورة,24.5989467,46.7476194,Restaurants,4,11,True,True,1,20,14,15,20,2,0,22,25
1366,al janadriyah,الجنادرية,24.7966597,46.8888986,Coffee,3,11,True,False,1,20,2,10,3,1,0,98,10
1367,an nasim al gharbi,النسيم الغربي,24.7416282,46.8037748,Coffee,4,797,True,True,0,20,18,12,9,4,0,64,4
1368,badr,بدر,24.5485381,46.7304921,Coffee,4,10,True,True,0,14,17,1,1,6,0,78,0
1369,king saud university,جامعة الملك سعود,24.729609,46.6335471,Restaurants,3,10,True,True,0,18,17,14,8,5,0,63,16
1370,al faiha,الفيحاء,24.6929894,46.8217782,Coffee,4,10,True,True,0,20,9,8,6,5,0,105,13
1371,badr,بدر,24.5365511,46.6932683,Coffee,4,10,True,True,0,17,7,4,4,4,0,64,5
1372,tuwaiq,طويق,24.569752,46.513302,Restaurants,5,10,True,True,0,17,10,6,3,0,0,64,10
1373,al yasmin,الياسمين,24.8012476,46.6546886,Coffee,3,10,True,True,0,20,20,14,10,5,1,120,24
1374,ad dirah,الديرة,24.630778,46.7118322,Coffee,4,10,True,True,0,20,20,20,13,11,1,63,27
1375,as sahafah,الصحافة,24.7806741,46.6352081,Restaurants,4,10,True,True,0,20,20,16,20,11,1,48,18
1376,al wurud,الورود,24.7195793,46.6800532,Restaurants,4,10,True,True,0,20,20,18,20,9,1,22,34
1377,al marqab,المرقب,24.635355,46.7196533,Restaurants,4,10,False,True,0,20,20,20,16,15,1,81,23
1378,al khalij,الخليج,24.7593236,46.8112418,Coffee,4,10,True,True,0,20,11,14,13,5,0,113,19
1379,al yarmuk,اليرموك,24.8037825,46.8031407,Coffee,4,10,True,True,0,20,12,8,20,3,0,74,9
1380,king khalid airport,مطار الملك خالد,24.8214954,46.764472,Restaurants,3,10,True,True,0,20,18,10,18,6,0,76,11
1381,areed,عريض,24.4869433,46.6221074,Coffee,4,10,True,True,1,17,3,1,0,1,0,116,8
1382,al khalij,الخليج,24.7680775,46.8079741,Restaurants,3,10,True,True,1,20,10,14,13,6,0,88,13
1383,ar rimayah,الرماية,24.7858613,46.8810519,Coffee,3,10,False,False,1,20,2,9,3,1,0,54,4
1384,sultanah,سلطانة,24.5982186,46.68817259999999,Restaurants,4,10,True,True,1,20,5,15,4,8,0,123,11
1385,ar rimal,الرمال,24.8278747,46.7277022,Restaurants,4,663,True,True,0,11,10,5,17,0,0,76,10
1386,tuwaiq,طويق,24.5621682,46.52847939999999,Restaurants,3,10,True,True,1,20,12,6,5,1,0,109,10
1387,al hamra,الحمراء,24.7810625,46.7313125,Coffee,3,9,False,True,0,20,16,12,20,4,0,38,21
1388,al mahdiyah,المهدية,24.6211982,46.5180667,Restaurants,3,661,True,True,0,19,5,2,4,1,0,24,3
1389,al bariah,البرية,24.5594104,46.8929755,Coffee,4,9,True,True,0,6,20,8,1,0,0,0,5
1390,ad dar al baida,الدار البيضاء,24.5631982,46.801039,Restaurants,3,9,True,True,0,20,6,4,2,2,0,48,6
1391,an narjis,النرجس,24.8843125,46.6179375,Restaurants,3,9,True,True,0,20,15,11,3,0,0,21,8
1392,al muruj,المروج,24.7569751,46.67453,Coffee,5,9,False,True,0,20,20,17,16,6,1,105,13
1393,al muruj,المروج,24.7500406,46.6535391,Coffee,3,9,False,True,0,20,20,20,20,8,1,0,15
1394,al masif,المصيف,24.7543643,46.6904485,Restaurants,4,9,True,True,1,20,20,9,16,9,1,31,13
1395,areed,عريض,24.4700241,46.8069352,Restaurants,4,9,True,True,1,4,3,0,0,1,0,36,1
1396,ar rawdah,الروضة,24.7495676,46.77301620000001,Coffee,4,9,False,False,1,20,15,11,6,6,0,51,22
1397,al manakh,المناخ,24.6258399,46.7974258,Restaurants,3,9,False,True,1,6,13,2,0,1,0,20,2
1398,an nur,النور,24.6254224,46.8063665,Coffee,2,9,True,True,1,2,16,2,0,1,0,76,1
1399,al mansurah,المنصورة,24.6017859,46.7628503,Coffee,4,9,True,True,1,20,13,9,15,3,0,48,24
1400,as safarat,السفارات,24.6754786,46.62478470000001,Coffee,4,1074,True,True,1,11,7,12,7,17,0,91,29
1401,al uraija al gharbiyah,العريجاء الغربية,24.5946245,46.5944096,Coffee,4,9,True,True,1,20,5,6,4,2,0,0,6
1402,dahiat namar,ضاحية نمار,24.4902146,46.5261873,Restaurants,3,9,True,True,1,0,2,1,0,1,0,81,0
1403,qurtubah,قرطبة,24.8086346,46.7326507,Restaurants,4,9,True,True,1,20,20,19,20,6,1,50,20
1404,al ulaya,العليا,24.6995854,46.67093089999999,Restaurants,2,8,True,True,0,20,20,20,20,4,1,101,43
1405,ar rimal,الرمال,24.8316931,46.76772829999999,Coffee,4,522,True,True,0,20,9,6,11,2,0,76,5
1406,al muruj,المروج,24.761238,46.6568901,Restaurants,3,8,True,True,0,20,20,15,16,9,1,14,16
1407,as sulai,السلي,24.6859389,46.8351366,Restaurants,4,8,True,True,0,18,16,7,5,3,0,42,13
1408,al ulaya,العليا,24.6988,46.68989999999999,Coffee,4,1089,True,True,1,20,20,20,20,2,1,81,32
1409,ash shimaisi,الشميسي,24.6180234,46.7015511,Restaurants,3,8,True,True,0,20,10,15,11,10,0,75,23
1410,al uraija al gharbiyah,العريجاء الغربية,24.5804586,46.6017918,Restaurants,4,8,True,True,0,20,13,10,7,4,0,99,5
1411,areed,عريض,24.4968025,46.6287226,Coffee,2,8,False,True,0,20,4,1,0,1,0,68,10
1412,al qadisiyah,القادسية,24.8189442,46.8110562,Restaurants,4,8,True,True,0,11,14,3,20,6,0,79,9
1413,al wisham,الوشام,24.6454969,46.6992689,Restaurants,5,8,True,True,1,20,20,14,15,8,1,98,14
1414,al ulaya,العليا,24.6858635,46.6871148,Coffee,4,8,True,True,1,20,20,20,20,9,1,75,30
1415,al wurud,الورود,24.7235749,46.6647982,Coffee,3,8,True,True,1,20,20,20,17,12,1,88,26
1416,al faiha,الفيحاء,24.6770474,46.8263912,Restaurants,4,8,True,True,1,16,17,13,6,1,0,22,7
1417,dahiat namar,ضاحية نمار,24.5052534,46.62880579999999,Restaurants,4,8,True,True,1,15,3,1,0,1,0,75,7
1418,ghirnatah,غرناطة,24.803994,46.75059,Coffee,3,8,True,True,1,20,20,15,17,10,1,48,21
1419,hittin,حطين,24.7703378,46.6047112,Restaurants,3,8,True,True,1,12,20,9,3,4,0,1,12
1420,al qadisiyah,القادسية,24.820033,46.8296049,Coffee,4,8,True,True,1,3,5,2,2,2,0,21,1
1421,al wadi,الوادي,24.798697,46.6969515,Restaurants,3,8,True,True,1,20,20,9,19,7,1,42,19
1422,ad dar al baida,الدار البيضاء,24.5680865,46.8013152,Restaurants,4,8,True,True,1,20,5,5,3,2,0,93,6
1423,ad duraihimiyah,الدريهمية,24.5857153,46.69178669999999,Coffee,4,8,True,True,1,20,4,15,5,11,0,82,18
1424,al uraija al wusta,العريجاء الوسطى,24.6035012,46.6535367,Coffee,3,8,True,True,1,20,4,1,0,4,0,63,5
1425,al khalij,الخليج,24.7702891,46.8121649,Coffee,3,8,True,False,1,20,11,13,17,5,0,33,12
1426,ar rawdah,الروضة,24.7304585,46.7661044,Restaurants,4,8,True,True,1,20,18,9,12,9,0,83,35
1427,al mahdiyah,المهدية,24.6326486,46.5514315,Restaurants,4,8,True,True,1,20,13,5,14,2,0,98,18
1428,ar rimal,الرمال,24.9244611,46.7129757,Restaurants,4,7,True,True,0,0,5,5,1,0,0,24,1
1429,ar rawabi,الروابي,24.6991376,46.8051864,Restaurants,4,7,False,True,0,20,9,6,11,10,0,67,14
1430,al ulaya,العليا,24.711505,46.674262,Restaurants,4,7,True,True,0,20,20,20,20,6,1,71,40
1431,al mishal,المشاعل,24.6002981,46.8391629,Restaurants,4,7,True,True,0,2,17,4,1,0,0,75,0
1432,al ulaya,العليا,24.6795938,46.6865378,Coffee,2,7,True,True,0,20,20,18,20,9,1,75,29
1433,an narjis,النرجس,24.8121055,46.6570273,Restaurants,3,7,False,True,0,20,20,15,10,3,1,103,19
1434,thulaim,ثليم,24.6404568,46.718666,Restaurants,3,7,True,True,1,20,20,20,17,14,1,117,25
1435,al janadriyah,الجنادرية,24.8145687,46.8917282,Restaurants,4,7,True,True,1,20,3,6,1,1,0,60,9
1436,al mutamarat,المؤتمرات,24.6778347,46.6929922,Restaurants,4,1196,True,True,0,20,20,17,20,9,1,43,17
1437,king saud university,جامعة الملك سعود,24.7127788,46.6221526,Coffee,4,7,True,True,1,20,1,6,1,4,0,94,3
1438,as sulai,السلي,24.684771,46.8411626,Restaurants,4,1103,True,True,1,11,18,6,6,4,0,113,8
1439,qurtubah,قرطبة,24.8083761,46.73670980000001,Restaurants,3,1129,True,True,1,20,17,13,20,6,0,120,23
1440,al wazarat,الوزارات,24.6702224,46.7092342,Restaurants,5,7,True,True,1,20,17,15,20,11,1,26,24
1441,al khalij,الخليج,24.766921,46.807863,Coffee,4,7,True,False,1,20,10,15,14,6,0,22,14
1442,an narjis,النرجس,24.8116303,46.6696458,Coffee,4,1247,True,True,0,17,20,5,10,4,0,63,11
1443,al ulaya,العليا,24.6919784,46.67109610000001,Restaurants,2,7,True,True,1,20,20,20,20,4,1,54,34
1444,al wazarat,الوزارات,24.6680184,46.7122544,Restaurants,3,1136,True,True,1,20,20,20,20,10,1,113,24
1445,al marqab,المرقب,24.6394498,46.7238114,Restaurants,4,7,True,True,1,20,20,20,17,12,1,98,22
1446,al badiah,البديعة,24.6188682,46.6926845,Restaurants,4,578,True,True,0,20,7,12,11,10,0,6,18
1447,al mughrizat,المغرزات,24.7557808,46.7196743,Restaurants,4,1072,True,True,0,20,20,9,20,8,0,37,42
1448,al ulaya,العليا,24.704945,46.679131,Coffee,4,1139,True,True,1,20,20,20,20,6,1,91,54
1449,ash sharq,الشرق,24.9101878,46.9284876,Restaurants,4,7,True,True,1,0,2,0,0,0,0,19,5
1450,al murabba,المربع,24.6657646,46.70002969999999,Coffee,3,7,True,True,1,20,19,19,20,10,1,50,24
1451,al imam university,جامعة الامام,24.8079366,46.7121625,Coffee,4,7,True,True,1,9,14,11,16,3,0,109,9
1452,al hamra,الحمراء,24.7616938,46.7623281,Restaurants,3,6,True,True,0,20,20,14,20,5,1,98,17
1453,al janadriyah,الجنادرية,24.8133515,46.8781561,Coffee,5,6,True,True,0,20,3,7,3,1,0,32,10
1454,king saud university,جامعة الملك سعود,24.7233486,46.636698,Coffee,3,6,True,True,0,20,15,10,5,4,0,88,15
1455,al yarmuk,اليرموك,24.8024797,46.7893353,Restaurants,3,6,True,True,0,20,20,13,20,3,0,107,10
1456,al misfat,المصفاة,24.5366146,46.883413,Restaurants,4,6,True,True,0,2,20,6,0,0,0,25,2
1457,al janadriyah,الجنادرية,24.8119085,46.8849403,Restaurants,5,6,True,True,0,20,4,9,2,2,0,48,11
1458,al mishal,المشاعل,24.6236338,46.8808398,Restaurants,3,6,True,True,0,1,13,3,0,0,0,42,1
1459,ad dirah,الديرة,24.630778,46.7118322,Restaurants,4,6,True,True,0,20,20,20,13,11,1,40,27
1460,al ulaya,العليا,24.6755583,46.6975813,Restaurants,3,1057,True,True,0,20,20,18,20,12,1,48,19
1461,ad dar al baida,الدار البيضاء,24.564318,46.80412159999999,Restaurants,4,6,True,True,0,20,6,3,2,2,0,38,5
1462,as safarat,السفارات,24.6734313,46.6232151,Coffee,4,6,True,True,0,11,6,12,9,17,0,94,28
1463,al muruj,المروج,24.756787,46.6665567,Restaurants,3,6,True,True,0,20,20,18,20,7,1,67,18
1464,al janadriyah,الجنادرية,24.7941875,46.8871875,Coffee,3,6,False,True,1,20,3,11,2,0,0,71,10
1465,al ulaya,العليا,24.6825144,46.6911155,Restaurants,3,6,True,True,1,20,20,17,20,10,1,57,14
1466,ash sharq,الشرق,24.9092269,46.9283319,Restaurants,5,6,False,True,1,0,2,0,0,0,0,94,5
1467,manfuhah,منفوحة,24.5960689,46.7362313,Coffee,4,6,True,True,1,20,17,20,13,1,0,81,17
1468,an narjis,النرجس,24.9063557,46.6003396,Restaurants,4,6,True,True,1,5,10,6,1,1,0,106,6
1469,al muhammadiyah,المحمدية,24.7367318,46.6635613,Restaurants,4,6,True,True,1,20,20,20,18,11,1,42,16
1470,an nasim ash sharqi,النسيم الشرقي,24.7537903,46.8324442,Coffee,4,6,True,True,1,20,13,10,12,4,0,115,22
1471,as safarat,السفارات,24.6935031,46.63225389999999,Restaurants,4,6,True,True,1,20,10,15,7,12,0,78,17
1472,al hamra,الحمراء,24.760088,46.7587718,Restaurants,4,6,True,True,1,20,20,14,20,6,1,73,17
1473,al murabba,المربع,24.6463091,46.7171634,Restaurants,4,6,False,True,1,20,20,20,20,10,1,15,25
1474,qurtubah,قرطبة,24.808622,46.735291,Restaurants,4,1150,True,True,1,20,17,13,20,5,0,38,20
1475,al futah,الفوطة,24.638595,46.7146215,Restaurants,4,6,True,True,1,20,20,20,17,14,1,40,26
1476,al futah,الفوطة,24.6459963,46.7165129,Coffee,5,6,True,True,1,20,20,20,20,10,1,64,25
1477,al wahah,الواحة,24.7460946,46.7245327,Coffee,3,1213,True,True,0,11,18,7,9,8,0,53,23
1478,ar rimal,الرمال,24.9142208,46.68901289999999,Restaurants,2,6,False,True,1,0,0,3,1,0,0,85,0
1479,ar rawabi,الروابي,24.6867316,46.79585489999999,Coffee,4,1156,True,True,0,20,11,11,19,8,0,73,13
1480,dahiat namar,ضاحية نمار,24.5056195,46.628061,Restaurants,3,6,True,True,1,16,3,1,0,1,0,7,7
1481,al izdihar,الازدهار,24.78726,46.7138914,Restaurants,4,6,True,True,1,20,20,15,20,10,1,99,23
1482,an nuzhah,النزهة,24.7545124,46.7096449,Restaurants,3,6,True,True,1,20,20,10,20,12,1,78,46
1483,areed,عريض,24.4857977,46.6232765,Coffee,5,5,True,True,0,15,3,1,0,1,0,76,7
1484,al janadriyah,الجنادرية,24.791069,46.8769646,Restaurants,4,5,True,True,0,20,2,11,4,1,0,115,5
1485,hittin,حطين,24.768486,46.605086,Coffee,4,5,True,True,0,11,20,7,3,3,0,98,13
1486,al muruj,المروج,24.7502984,46.66637530000001,Restaurants,4,5,True,True,0,20,20,20,20,10,1,27,18
1487,as sulai,السلي,24.6665697,46.8565599,Restaurants,4,5,True,True,0,16,19,10,0,1,0,48,0
1488,areed,عريض,24.488064,46.6378903,Restaurants,4,5,True,True,0,17,1,0,0,1,0,94,8
1489,al faiha,الفيحاء,24.6703563,46.810573,Coffee,3,5,True,True,0,20,17,5,2,3,0,42,7
1490,dhahrat al badiah,ظهرة البديعة,24.5875977,46.64260489999999,Coffee,5,5,True,True,0,20,6,3,0,6,0,7,12
1491,ar raid,الرائد,24.699586,46.6436273,Restaurants,4,1429,True,True,0,20,11,13,8,4,0,72,11
1492,al manakh,المناخ,24.5882524,46.783891,Restaurants,4,5,True,True,0,20,12,7,7,4,0,77,14
1493,al masif,المصيف,24.7759375,46.6809375,Restaurants,4,720,False,True,0,20,20,14,15,5,1,34,36
1494,as safarat,السفارات,24.6855602,46.6256426,Coffee,4,1169,True,True,1,9,11,16,7,20,0,87,22
1495,al khalij,الخليج,24.7613647,46.8119838,Restaurants,5,5,True,True,0,20,15,14,15,5,0,99,19
1496,areed,عريض,24.4615226,46.8112461,Coffee,5,5,False,False,0,0,3,0,0,1,0,76,1
1497,al masani,المصانع,24.5899893,46.7429326,Restaurants,4,5,True,True,0,14,18,15,17,1,0,100,19
1498,al mahdiyah,المهدية,24.6212246,46.51804689999999,Restaurants,5,5,True,True,0,19,5,2,4,1,0,96,3
1499,hittin,حطين,24.7590803,46.6054527,Coffee,4,5,True,True,0,9,17,6,2,2,0,117,21
1500,as sahafah,الصحافة,24.7924803,46.6326402,Restaurants,5,5,True,True,1,20,20,17,20,8,1,22,21
1501,al wurud,الورود,24.7256423,46.6854151,Restaurants,3,5,True,True,1,20,20,16,15,12,1,123,26
1502,al faiha,الفيحاء,24.6901046,46.811364,Coffee,4,5,True,True,1,20,9,7,6,6,0,110,15
1503,ar rimal,الرمال,24.9323759,46.77153029999999,Restaurants,3,5,True,True,1,1,3,0,4,0,0,22,0
1504,areed,عريض,24.4845885,46.6207892,Coffee,4,5,True,True,1,12,3,1,0,0,0,18,6
1505,areed,عريض,24.4686154,46.8076361,Coffee,2,5,True,True,1,4,3,0,0,1,0,30,1
1506,al yarmuk,اليرموك,24.7929935,46.7682042,Restaurants,4,5,True,True,1,20,20,13,20,4,0,51,14
1507,an narjis,النرجس,24.8111496,46.5991156,Restaurants,1,5,True,True,1,13,20,14,9,3,0,59,24
1508,an narjis,النرجس,24.9116299,46.6128981,Restaurants,2,5,True,True,1,8,7,3,1,0,0,13,3
1509,al wurud,الورود,24.7186959,46.6810182,Coffee,2,4,True,True,0,20,20,19,20,9,1,19,38
1510,ar rafiah,الرفيعة,24.6427715,46.6578982,Restaurants,3,4,True,True,0,14,3,1,6,2,0,76,3
1511,an narjis,النرجس,24.8137537,46.5992465,Restaurants,5,4,True,True,0,13,20,15,10,3,0,52,22
1512,ar raid,الرائد,24.6979066,46.6396295,Coffee,2,4,True,True,0,20,10,14,8,6,0,74,12
1513,ar rimal,الرمال,24.8318345,46.7324773,Coffee,4,1103,True,True,0,11,10,9,19,3,0,76,5
1514,ar rawdah,الروضة,24.746092,46.775664,Coffee,4,1309,False,False,0,20,14,11,6,6,0,74,25
1515,al ulaya,العليا,24.6875936,46.6870273,Coffee,3,4,False,True,0,20,20,20,20,8,1,80,34
1516,al janadriyah,الجنادرية,24.7979328,46.8736466,Restaurants,4,4,True,True,0,20,4,11,7,3,0,0,11
1517,ishbiliyah,اشبيلية,24.8081452,46.8106002,Coffee,5,4,True,True,0,20,13,5,20,5,0,111,5
1518,al janadriyah,الجنادرية,24.789402,46.883728,Coffee,5,4,True,True,0,20,2,10,2,1,0,113,7
1519,al mahdiyah,المهدية,24.6472851,46.54857639999999,Coffee,4,4,True,True,0,15,8,4,13,1,0,2,16
1520,hittin,حطين,24.7492708,46.6154744,Coffee,4,551,True,True,0,11,16,7,5,3,0,100,24
1521,dhahrat al badiah,ظهرة البديعة,24.5864976,46.6771359,Restaurants,4,4,True,True,0,20,5,6,4,5,0,88,18
1522,al mughrizat,المغرزات,24.7527179,46.7251541,Restaurants,4,4,True,True,0,15,20,9,16,7,0,98,34
1523,an narjis,النرجس,24.8109441,46.6700148,Coffee,3,1179,True,True,1,19,20,7,8,4,0,113,12
1524,al marqab,المرقب,24.6368579,46.7325555,Restaurants,3,4,True,True,0,20,20,20,17,5,1,101,13
1525,al masani,المصانع,24.5891104,46.7402989,Restaurants,4,4,False,True,0,10,20,14,15,1,0,75,15
1526,al janadriyah,الجنادرية,24.8080225,46.886371,Coffee,4,4,True,True,0,20,3,11,2,2,0,48,12
1527,tuwaiq,طويق,24.55716,46.51482439999999,Coffee,4,1190,True,True,1,20,8,6,3,1,0,6,12
1528,al khalij,الخليج,24.7582733,46.8102457,Restaurants,4,4,True,True,0,20,11,15,13,6,0,99,19
1529,salah ad din,صلاح الدين,24.7366912,46.7075777,Coffee,4,504,True,True,0,12,14,9,1,7,0,114,10
1530,al bariah,البرية,24.5590115,46.89300919999999,Restaurants,3,4,True,True,0,6,20,8,1,0,0,29,5
1531,al ulaya,العليا,24.6804586,46.6872664,Coffee,3,4,True,True,0,20,20,17,20,9,1,58,29
1532,al imam university,جامعة الامام,24.8082436,46.7182912,Restaurants,5,4,False,True,0,14,17,14,17,5,0,13,9
1533,al khalidiyah,الخالدية,24.6305624,46.7451109,Restaurants,2,4,True,True,0,20,20,10,0,2,0,98,7
1534,ash shimaisi,الشميسي,24.6264985,46.7061334,Coffee,4,4,True,True,0,20,13,20,16,9,0,102,23
1535,al ulaya,العليا,24.6700075,46.6748421,Coffee,4,4,True,True,0,15,19,10,20,8,0,53,19
1536,al maizilah,المعيزلة,24.782811,46.8194038,Coffee,5,4,True,True,0,20,7,10,20,4,0,104,6
1537,al ulaya,العليا,24.6945845,46.6826398,Restaurants,4,4,True,True,0,20,20,20,20,6,1,120,53
1538,ar rimal,الرمال,24.8387386,46.7760102,Restaurants,4,4,True,True,0,20,5,3,10,1,0,94,3
1539,ar rabi,الربيع,24.793794,46.6546812,Coffee,4,1430,True,True,0,20,20,15,16,7,1,68,19
1540,dhahrat namar,ظهرة نمار,24.5524372,46.6178078,Restaurants,5,4,False,True,0,10,7,1,6,1,0,15,13
1541,al yarmuk,اليرموك,24.7993899,46.7860674,Restaurants,3,4,True,True,0,20,20,15,20,3,0,113,13
1542,as safarat,السفارات,24.684245,46.62544159999999,Restaurants,4,4,False,True,0,9,9,16,7,20,0,81,22
1543,al murabba,المربع,24.6510871,46.7039939,Coffee,4,4,True,True,0,20,20,19,20,9,1,96,20
1544,al murabba,المربع,24.6565594,46.7121955,Coffee,3,4,True,True,0,20,20,20,20,12,1,25,29
1545,ar rimal,الرمال,24.8310335,46.76141639999999,Coffee,3,4,True,True,0,20,9,4,10,3,0,98,5
1546,al malaz,الملز,24.678215,46.7434622,Restaurants,3,1194,True,True,1,20,20,20,15,16,1,74,20
1547,king saud university,جامعة الملك سعود,24.7396877,46.6270597,Coffee,4,4,False,True,0,8,20,13,6,3,0,40,22
1548,al mansurah,المنصورة,24.5992083,46.7476888,Coffee,4,4,True,True,1,20,14,15,20,2,0,72,26
1549,al ud,العود,24.6173438,46.7204351,Restaurants,3,4,True,True,1,20,9,15,6,8,0,70,11
1550,al wurud,الورود,24.7218809,46.6793036,Restaurants,3,571,True,True,0,20,20,16,20,10,1,56,29
1551,al mansurah,المنصورة,24.595286,46.7380806,Coffee,4,4,True,True,1,18,17,19,17,1,0,63,18
1552,al hamra,الحمراء,24.7706071,46.7563442,Coffee,4,4,True,True,1,20,20,19,15,9,1,42,17
1553,badr,بدر,24.559312,46.705847,Restaurants,3,624,True,True,0,20,7,5,4,8,0,94,17
1554,al mishal,المشاعل,24.6159458,46.8582852,Restaurants,4,4,True,True,1,1,20,13,0,0,0,100,4
1555,al mughrizat,المغرزات,24.7671894,46.7162078,Restaurants,1,4,True,True,1,20,20,11,20,11,1,65,38
1556,badr,بدر,24.5384195,46.6904225,Coffee,4,4,True,True,1,20,7,5,4,4,0,95,8
1557,as safa,الصفا,24.6746084,46.7800616,Coffee,4,4,True,True,1,20,9,7,12,3,0,74,12
1558,al mughrizat,المغرزات,24.7620093,46.7235114,Coffee,4,4,True,True,1,19,20,12,20,9,1,36,34
1559,ad dar al baida,الدار البيضاء,24.5720275,46.7789815,Coffee,4,4,True,True,1,20,2,2,8,4,0,117,15
1560,al mishal,المشاعل,24.6039738,46.86464660000001,Restaurants,5,3,True,True,0,2,20,8,0,0,0,42,4
1561,al uraija al wusta,العريجاء الوسطى,24.5984468,46.644996,Coffee,4,1033,True,True,0,20,4,2,0,5,0,51,5
1562,at taawn,التعاون,24.7823127,46.70499760000001,Coffee,4,1194,True,True,1,20,20,15,20,9,1,17,32
1563,badr,بدر,24.5619071,46.7416939,Coffee,3,3,True,True,0,7,18,8,2,6,0,68,1
1564,al malaz,الملز,24.6648536,46.7365915,Coffee,5,3,True,True,0,20,20,20,18,8,1,78,20
1565,al faisaliyah,الفيصلية,24.6345371,46.7960115,Restaurants,3,3,True,True,0,5,17,3,0,1,0,18,2
1566,tuwaiq,طويق,24.5816326,46.52443419999999,Restaurants,5,3,True,True,0,20,9,5,1,0,0,122,5
1567,shubra,شبرا,24.5740303,46.6636627,Coffee,5,3,True,True,0,20,7,3,3,4,0,88,18
1568,an nasim ash sharqi,النسيم الشرقي,24.7310077,46.85445199999999,Restaurants,3,3,True,True,0,20,6,8,0,1,0,78,5
1569,al muhammadiyah,المحمدية,24.7387266,46.6584003,Coffee,4,495,True,True,0,20,20,20,19,11,1,38,16
1570,manfuhah,منفوحة,24.5974784,46.7293467,Restaurants,4,3,True,True,0,20,17,16,12,0,0,18,12
1571,al mutamarat,المؤتمرات,24.662561,46.685651,Coffee,5,3,True,True,0,19,16,15,13,8,0,32,14
1572,ar rawdah,الروضة,24.7520085,46.7830793,Coffee,4,3,True,True,0,20,7,8,5,9,0,94,19
1573,ar rayan,الريان,24.7164375,46.7846875,Coffee,4,694,True,True,0,20,13,10,11,10,0,75,23
1574,badr,بدر,24.562395,46.6823521,Restaurants,3,1201,True,True,1,20,7,9,9,12,0,48,11
1575,al qirawan,القيروان,24.8042724,46.5956086,Restaurants,5,3,True,True,0,13,20,10,4,5,0,48,22
1576,badr,بدر,24.5325816,46.7188478,Restaurants,3,3,False,True,0,15,20,2,1,1,0,64,0
1577,dahiat namar,ضاحية نمار,24.4837248,46.5429824,Restaurants,2,3,False,True,0,0,1,2,0,1,0,99,0
1578,ad duraihimiyah,الدريهمية,24.5842336,46.6872214,Restaurants,4,1201,True,True,1,20,4,16,6,11,0,54,20
1579,badr,بدر,24.5435077,46.6926935,Coffee,4,555,True,True,0,20,7,6,6,3,0,94,9
1580,al uraija al wusta,العريجاء الوسطى,24.5937746,46.6332205,Restaurants,3,1205,True,True,1,20,5,7,0,4,0,17,10
1581,al marqab,المرقب,24.6342434,46.7209681,Restaurants,5,3,True,True,0,20,20,20,17,15,1,15,22
1582,king saud university,جامعة الملك سعود,24.7383016,46.6291237,Coffee,4,1215,True,True,1,6,20,13,7,3,0,48,18
1583,as safarat,السفارات,24.6937522,46.6318671,Coffee,4,747,True,True,0,20,10,15,7,12,0,81,16
1584,ash shimaisi,الشميسي,24.6281786,46.6930303,Restaurants,5,3,False,True,0,20,5,13,12,11,0,48,18
1585,al uraija al gharbiyah,العريجاء الغربية,24.6095223,46.607538,Restaurants,4,3,True,True,0,16,1,1,0,2,0,94,0
1586,an narjis,النرجس,24.8940053,46.6065288,Restaurants,5,3,True,True,0,18,14,7,3,0,0,48,10
1587,an nasim al gharbi,النسيم الغربي,24.7426943,46.8407774,Coffee,2,3,True,True,0,20,6,8,4,3,0,74,11
1588,al futah,الفوطة,24.6449254,46.7134912,Coffee,1,3,True,True,0,20,20,20,17,12,1,36,26
1589,ad dar al baida,الدار البيضاء,24.5588963,46.7923404,Restaurants,5,3,True,True,0,19,6,6,2,1,0,94,8
1590,dhahrat namar,ظهرة نمار,24.5670622,46.6372369,Coffee,5,3,True,True,0,20,9,3,9,5,0,37,22
1591,al janadriyah,الجنادرية,24.7894088,46.8741815,Coffee,5,3,False,False,0,20,2,8,4,2,0,25,5
1592,al khalij,الخليج,24.7620542,46.8104972,Restaurants,5,3,True,True,0,20,15,14,15,5,0,25,20
1593,al janadriyah,الجنادرية,24.8004889,46.8835534,Restaurants,3,3,True,True,0,20,4,14,4,2,0,79,14
1594,al wadi,الوادي,24.790049,46.701279,Coffee,4,1221,True,True,1,20,20,12,20,9,1,98,21
1595,ar rabi,الربيع,24.7821306,46.67470549999999,Restaurants,3,3,True,True,0,20,20,10,14,4,0,64,37
1596,al futah,الفوطة,24.6373667,46.7167264,Coffee,4,3,True,True,0,20,20,20,17,14,1,26,26
1597,king khalid airport,مطار الملك خالد,24.8203968,46.7511496,Restaurants,5,3,True,True,1,20,16,6,20,7,0,45,6
1598,al muruj,المروج,24.7671198,46.6592855,Restaurants,3,1217,True,True,0,20,20,20,18,10,1,42,18
1599,al mahdiyah,المهدية,24.6226836,46.5380638,Coffee,3,3,True,True,1,20,14,4,6,2,0,94,8
