,nameAr,neighbhood,nameEn,cityId,neCoordinates,swCoordinates
1073,المريح,Al Marih,al marih,828,"24.73543840,46.57964168","24.73224846,46.57655182"
1074,البجيري,Al Bujayri,al bujayri,828,"24.73912834,46.57856173","24.73451843,46.57316188"
1075,سمحان,Samhan,samhan,828,"24.74651823,46.57482191","24.73564836,46.56522232"
1076,الدرعية,Ad Diriyah,ad diriyah,828,"24.74049929,46.59118445","24.72451861,46.57614170"
1077,ظهرة البديعة,Dhahrat Al Badiah,dhahrat al badiah,3,"24.61341852,46.68669295","24.58004447,46.62344774"
1078,النظيم,An Nazim,an nazim,3,"24.82751747,46.91776346","24.77236031,46.86226813"
1079,الرماية,Ar Rimayah,ar rimayah,3,"24.79602574,46.90655497","24.74389709,46.84195894"
1080,البرية,Al Bariah,al bariah,3,"24.59585226,47.00890510","24.49915745,46.86973662"
1081,طيبة,Taibah,taibah,3,"24.57321413,46.86558663","24.50956675,46.79641539"
1082,المنصورية,Mansuriyah,mansuriyah,3,"24.55476043,46.83517629","24.48297284,46.76978230"
1083,ضاحية نمار,Dahiat Namar,dahiat namar,3,"24.55426126,46.64801065","24.43021084,46.41399159"
1084,المصفاة,Al Misfat,al misfat,3,"24.54861059,46.89859315","24.49741242,46.84336760"
1085,السفارات,As Safarat,as safarat,3,"24.70355713,46.64014837","24.65937243,46.60914688"
1086,خشم العان,Khashm Al An,khashm al an,3,"24.76270649,47.00850082","24.56833352,46.85586893"
1087,قرطبة,Qurtubah,qurtubah,3,"24.83996537,46.75864314","24.79223997,46.71428534"
1088,طويق,Tuwaiq,tuwaiq,3,"24.61126036,46.59603309","24.52380497,46.44026100"
1089,ظهرة نمار,Dhahrat Namar,dhahrat namar,3,"24.57638200,46.64756368","24.54406277,46.58053073"
1090,الربيع,Ar Rabi,ar rabi,3,"24.80989579,46.67872784","24.77895783,46.64405872"
1091,المغرزات,Al Mughrizat,al mughrizat,3,"24.77580184,46.73955826","24.75152584,46.71329742"
1092,السلي,As Sulai,as sulai,3,"24.69083821,46.90723893","24.61651991,46.80696009"
1093,الخالدية,Al Khalidiyah,al khalidiyah,828,"24.76839229,46.58295631","24.74651823,46.56097266"
1094,العقيق,Al Aqiq,al aqiq,3,"24.79333684,46.64791074","24.75301102,46.61344663"
1095,النخيل,An Nakhil,an nakhil,3,"24.76062183,46.65621952","24.72346647,46.59118445"
1096,الغدير,Al Ghadir,al ghadir,3,"24.78595724,46.66904529","24.76062183,46.64147871"
1097,المروج,Al Muruj,al muruj,3,"24.76953391,46.67738797","24.74416305,46.64791074"
1098,العود,Al Ud,al ud,3,"24.63541994,46.73607658","24.61728356,46.71799150"
1099,ثليم,Thulaim,thulaim,3,"24.64466312,46.73723851","24.63760441,46.71847438"
1100,الشميسي,Ash Shimaisi,ash shimaisi,3,"24.63066084,46.70727201","24.61689255,46.69292076"
1101,الوشام,Al Wisham,al wisham,3,"24.64986437,46.70455769","24.63666286,46.69338634"
1102,السلام,As Salam,as salam,3,"24.62590954,46.71188566","24.61654719,46.70650272"
1103,الدوبية,Ad Dubiyah,ad dubiyah,3,"24.62626456,46.71500306","24.61662546,46.71072801"
1104,المعكال,Al Mikal,al mikal,3,"24.62680374,46.71830397","24.61858726,46.71264382"
1105,جبرة,Jabrah,jabrah,3,"24.62963450,46.72453654","24.62047573,46.71552300"
1106,القرى,Al Qura,al qura,3,"24.62907946,46.71799104","24.62655929,46.71467486"
1107,المرقب,Al Marqab,al marqab,3,"24.63947887,46.73725934","24.62963450,46.71709544"
1108,الفوطة,Al Futah,al futah,3,"24.64615979,46.71856436","24.63735918,46.70369462"
1109,ام سليم,Umm Salim,umm salim,3,"24.63735918,46.70536263","24.62944742,46.69302392"
1110,الصحافة,As Sahafah,as sahafah,3,"24.81872032,46.65365590","24.77331735,46.62311412"
1111,الرائد,Ar Raid,ar raid,3,"24.72014501,46.65312957","24.69383426,46.62393166"
1112,العريجاء الغربية,Al Uraija Al Gharbiyah,al uraija al gharbiyah,3,"24.61832088,46.62503827","24.57257490,46.57578947"
1113,العريجاء,Al Uraija,al uraija,3,"24.63573033,46.67386648","24.61522071,46.64032812"
1114,العريجاء الوسطى,Al Uraija Al Wusta,al uraija al wusta,3,"24.61910720,46.67084628","24.59039919,46.61238611"
1115,الحمراء,Al Hamra,al hamra,3,"24.79086021,46.77709671","24.75947838,46.73128175"
1116,الدار البيضاء,Ad Dar Al Baida,ad dar al baida,3,"24.58708370,46.82711761","24.54215548,46.75874644"
1117,البطحاء,Al Batha,al batha,3,"24.62282620,46.72301255","24.62022577,46.71855243"
1118,الزهراء,Az Zahra,az zahra,3,"24.69506864,46.74155090","24.67849901,46.72388687"
1119,الفيحاء,Al Faiha,al faiha,3,"24.69554483,46.82771920","24.66752894,46.79664785"
1120,المؤتمرات,Al Mutamarat,al mutamarat,3,"24.67842978,46.69652091","24.66054713,46.67887014"
1121,الوسيطاء,Al Wusayta,al wusayta,3,"24.62752583,46.71939603","24.62011486,46.71365839"
1122,الجنادرية,Al Janadriyah,al janadriyah,3,"24.94454777,46.99848744","24.78700609,46.84645890"
1123,اشبيلية,Ishbiliyah,ishbiliyah,3,"24.80888958,46.81868016","24.77596240,46.76700190"
1124,المعيزلة,Al Maizilah,al maizilah,3,"24.81818552,46.86037805","24.76452665,46.81618030"
1125,اليرموك,Al Yarmuk,al yarmuk,3,"24.82407557,46.80956321","24.79086021,46.75880417"
1126,المونسية,Al Munsiyah,al munsiyah,3,"24.85746494,46.79456152","24.80721611,46.74321412"
1127,الخزامى,Al Khuzama,al khuzama,3,"24.73596000,46.62393166","24.69092345,46.56919207"
1128,عرقة,Irqah,irqah,3,"24.70875890,46.61662963","24.66719055,46.48296243"
1129,الدرعية,Ad Diriyah,ad diriyah,828,"24.76972106,46.57610716","24.74056837,46.55562291"
1130,الدرعية الجديدة,Ad Diriyah Al Jadidah,ad diriyah al jadidah,828,"24.76217789,46.55745279","24.74386842,46.51988442"
1131,ظهرة لبن,Dhahrat Laban,dhahrat laban,3,"24.66286998,46.60498995","24.59737170,46.45747695"
1132,الطريف,At Tarif,at tarif,828,"24.73530844,46.57851169","24.73137844,46.57327190"
1133,الروقية,Ar Ruqiyah,ar ruqiyah,828,"24.74283829,46.56720221","24.73802838,46.56141251"
1134,حطين,Hittin,hittin,3,"24.78579063,46.63005538","24.73596000,46.57327212"
1135,الملقا,Al Malqa,al malqa,3,"24.82620534,46.63141942","24.77442759,46.56559260"
1136,القيروان,Al Qirawan,al qirawan,3,"24.95041792,46.61482538","24.79637715,46.49768078"
1137,الياسمين,Al Yasmin,al yasmin,3,"24.84266465,46.67053265","24.80022902,46.61482538"
1138,العارض,Al Arid,al arid,3,"24.97041041,46.65403318","24.82620534,46.55171730"
1139,مطار الملك خالد,King Khalid Airport,king khalid airport,3,"25.02039201,46.80535359","24.81855605,46.59555686"
1140,النرجس,An Narjis,an narjis,3,"24.97967194,46.70182688","24.80989579,46.58884073"
1141,جامعة الامام,Al Imam University,al imam university,3,"24.82521585,46.71934525","24.80110004,46.68843551"
1142,بنبان,Banban,banban,3,"25.05699910,46.61221665","24.91289217,46.45714895"
1143,الرمال,Ar Rimal,ar rimal,3,"25.02173100,46.85173880","24.82239553,46.66820375"
1144,الشرق,Ash Sharq,ash sharq,3,"24.98126520,47.02152082","24.83907494,46.83477195"
1145,غرناطة,Ghirnatah,ghirnatah,3,"24.80728410,46.76700190","24.78337150,46.74091420"
1146,الدحو,Al Dho,al dho,3,"24.63071612,46.71693292","24.62751248,46.71281863"
1147,العماجية,Al Umjiah,al umjiah,3,"24.44423425,46.98350193","24.43529122,46.97267623"
1148,هيت,Hyt,hyt,3,"24.51721463,47.02342117","24.43857746,46.93622003"
1149,الحائر,Al Haeer,al haeer,3,"24.48775305,46.88523457","24.38307642,46.79893475"
1150,ام الشعال,Um Alshal,um alshal,3,"24.40634991,46.99033183","24.30968823,46.94327413"
1151, الغنامية,Al Ghnamiah,al ghnamiah,3,"24.49626342,46.85195801","24.45487558,46.79036399"
1152,عريض,Areed,areed,3,"24.50321138,46.83204255","24.38461555,46.61108857"
1153,بدر,Badr,badr,3,"24.56980631,46.78422406","24.49459840,46.67788725"
1154,المهدية,Al Mahdiyah,al mahdiyah,3,"24.67553869,46.60558671","24.61842469,46.46633624"
1155,جامعة الملك سعود,King Saud University,king saud university,3,"24.74378827,46.64752226","24.70355713,46.60284675"
1156,النسيم الغربي,An Nasim Al Gharbi,an nasim al gharbi,3,"24.75051359,46.84885949","24.70009307,46.80041077"
1157,التحلية,At Tahliyah,at tahliyah,31,"26.20104134,50.21687308","26.15077946,50.17741844"
1158,ابن سيناء,Ibn Sina,ibn sina,31,"26.25028821,50.21463359","26.23341390,50.19496247"
1159,الحزام الاخضر,Al Hizam Al Akhdar,al hizam al akhdar,31,"26.31265178,50.21157009","26.30216507,50.19048766"
1160,صناعية الثقبة,Sinaiyah Ath Thuqbah,sinaiyah ath thuqbah,31,"26.26287587,50.20528629","26.24891904,50.19175368"
1161,التعاون,At Taawn,at taawn,31,"26.24200094,50.19703586","26.21354281,50.17240977"
1162,الراكة الجنوبية,Ar Rakah Al Janubiyah,ar rakah al janubiyah,31,"26.36622151,50.21209861","26.33616944,50.18851602"
1163,الخبر الشمالية,Al Khubar Ash Shamaliyah,al khubar ash shamaliyah,31,"26.30216507,50.22262717","26.27864360,50.20528417"
1164,مدينة العمال,Madinat Al Ummal,madinat al ummal,31,"26.30344724,50.21020519","26.28120071,50.19802842"
1165,العقربية,Al Aqrabiyah,al aqrabiyah,31,"26.30616927,50.20216181","26.28335836,50.18396815"
1166,الخبر الجنوبية,Al Khubar Al Janubiyah,al khubar al janubiyah,31,"26.28335836,50.21828367","26.26288988,50.19752505"
1167,الروابي,Ar Rawabi,ar rawabi,31,"26.33842863,50.21519688","26.32462541,50.20031384"
1168,اليرموك,Al Yarmok,al yarmok,31,"26.32253987,50.22436483","26.30009110,50.21612648"
1169,قرطبة,Qurtubah,qurtubah,31,"26.35376942,50.20031384","26.33215554,50.17923758"
1170,الجوهرة,Al Jawharah,al jawharah,31,"26.33616944,50.20644084","26.32128595,50.18863516"
1171,الحزام الذهبي,Al Hizam Adh Dhahabi,al hizam adh dhahabi,31,"26.32462541,50.21204351","26.30940094,50.18996629"
1172,الاندلس,Al Andalus,al andalus,31,"26.33381085,50.19195970","26.31265178,50.17959536"
1173,الهدا,Al Hada,al hada,31,"26.31454687,50.19190395","26.30538644,50.17627284"
1174,البندرية,Al Bandariyah,al bandariyah,31,"26.31721857,50.21808669","26.30092141,50.21020519"
1175,البستان,Al Bustan,al bustan,31,"26.32634500,50.21712585","26.31661566,50.20644084"
1176,الثقبة,Ath Thuqbah,ath thuqbah,31,"26.28976653,50.20528335","26.25816961,50.17678379"
1177,العليا,Al Ulaya,al ulaya,31,"26.30773693,50.18983221","26.28577194,50.16562533"
1178,الاسكان,Al Iskan,al iskan,31,"26.26584700,50.21584765","26.24948073,50.20333470"
1179,الحمراء,Al Hamra,al hamra,31,"26.23511782,50.21433249","26.21737346,50.19499995"
1180,الجسر,Al Jisr,al jisr,31,"26.21886251,50.21377506","26.20057824,50.19624147"
1181,الخزامى,Al Khuzama,al khuzama,31,"26.21737346,50.19785679","26.19491046,50.17246367"
1182,الدوحة الجنوبية,Ad Dawhah Al Janubiyah,ad dawhah al janubiyah,227,"26.33415821,50.17999939","26.29761493,50.15028570"
1183,الدانة الشمالية,Ad Danah Ash Shamaliyah,ad danah ash shamaliyah,227,"26.34434816,50.15483532","26.32804158,50.13288422"
1184,القصور,Al Qusur,al qusur,227,"26.36177202,50.16590198","26.33538159,50.13711566"
1185,الدوحة الشمالية,Ad Dawhah Ash Shamaliyah,ad dawhah ash shamaliyah,227,"26.34419740,50.17959536","26.32910481,50.15391009"
1186,الدانة الجنوبية,Ad Danah Al Janubiyah,ad danah al janubiyah,227,"26.33332608,50.15586702","26.32085581,50.14202538"
1187,الجامعة,Al Jamiah,al jamiah,227,"26.35309556,50.14596194","26.33353764,50.11451210"
1188,الخالدية الشمالية,Al Khalidiyah Ash Shamaliyah,al khalidiyah ash shamaliyah,13,"26.43107848,50.16200835","26.39557245,50.13173162"
1189,الناصرية,An Nasriyah,an nasriyah,13,"26.42989434,50.13049070","26.41372899,50.11553429"
1190,الصناعية الاولى,Industrial Area No1,industrial area no1,13,"26.41197471,50.15228409","26.38382513,50.12959698"
1191,المدينة الرياضية,Sporting City,sporting city,31,"26.37018832,50.19093160","26.34815478,50.17867370"
1192,الفنار,Al Fanar,al fanar,13,"26.42189631,50.22083972","26.39523417,50.18147811"
1193,الأثير,Al Athir,al athir,13,"26.44044607,50.07076336","26.42148188,50.05073127"
1194,الجلوية,Al Jalawiyah,al jalawiyah,13,"26.44182125,50.08561934","26.42617982,50.06513670"
1195,النخيل,An Nakhil,an nakhil,13,"26.44290586,50.09702485","26.43353336,50.08216578"
1196,القزاز,Al Qazaz,al qazaz,13,"26.43808057,50.09701861","26.43245878,50.08561934"
1197,البادية,Al Badiyah,al badiyah,13,"26.43249524,50.09701138","26.42034775,50.08586636"
1198,الدواسر,Ad Dawasir,ad dawasir,13,"26.44819943,50.10868764","26.44178336,50.09700386"
1199,العنود,Al Anud,al anud,13,"26.45304014,50.08214808","26.44044607,50.06303903"
1200,الحرس الوطني,Al Haras Al Watani,al haras al watani,227,"26.39366454,50.17950589","26.33722772,50.14556169"
1201,الشاطئ الغربي,Ash Shati Al Gharbi,ash shati al gharbi,13,"26.49785236,50.13051144","26.45306249,50.11213239"
1202,الضباب,Ad Dabab,ad dabab,13,"26.43723889,50.06819869","26.40596254,50.04092904"
1203,المنار,Al Manar,al manar,13,"26.39700224,50.06255310","26.35440711,50.02200854"
1204,النور,An Nur,an nur,13,"26.44264882,50.04092904","26.41572251,50.01143257"
1205,السلام,As Salam,as salam,13,"26.45837008,50.10912570","26.44605309,50.09700386"
1206,الزهور,Az Zuhur,az zuhur,13,"26.45867800,50.09781411","26.44819943,50.08120678"
1207,المريكبات,Al Muraikabat,al muraikabat,13,"26.42000727,50.11077204","26.40322321,50.09062850"
1208,النهضة,An Nahdah,an nahdah,13,"26.39061927,50.15012690","26.36437510,50.13217673"
1209,ضاحية الملك فهد,Dahiyat Al Malik Fahd,dahiyat al malik fahd,13,"26.46956866,50.02200854","26.37077800,49.96821173"
1210,السيف,As Saif,as saif,13,"26.40544142,50.23468329","26.37470619,50.18960876"
1211,الصناعية,Industrial,industrial,13,"26.46758560,50.04025359","26.43247175,50.00868567"
1212,احد,Uhud,uhud,13,"26.42922505,50.06098597","26.39700224,50.02637943"
1213,بدر,Badr,badr,13,"26.42095679,50.04328225","26.38403965,50.01259757"
1214,الخليج,Al Khalij,al khalij,13,"26.44971159,50.09702485","26.44178377,50.08100284"
1215,الروضة,Ar Rawdah,ar rawdah,13,"26.41452399,50.09537163","26.38652668,50.06819869"
1216,طيبة,Taybah,taybah,13,"26.37432465,50.07369513","26.33875154,50.03070843"
1217,الجامعيين,Al Jamiyin,al jamiyin,13,"26.40322298,50.10516597","26.38189353,50.08958407"
1218,الريان,Ar Rayyan,ar rayyan,13,"26.41344049,50.10420283","26.39588065,50.08310053"
1219,القادسية,Al Qadisiyah,al qadisiyah,13,"26.42617982,50.07794902","26.40965627,50.06177397"
1220,غرناطة,Ghirnatah,ghirnatah,13,"26.43353336,50.08935141","26.41452399,50.07076336"
1221,تهامة,Tihamah,tihamah,227,"26.36036629,50.13711566","26.34840075,50.12764695"
1222,العدامة,Al Adamah,al adamah,13,"26.43808057,50.10828852","26.42420778,50.09700065"
1223,الامير محمد بن سعود,Al Amir Muhammed Ibn Saud,al amir muhammed ibn saud,13,"26.43800795,50.11848729","26.42461101,50.10823624"
1224,الطبيشي,At Tubayshi,at tubayshi,13,"26.44040315,50.13108003","26.42424192,50.11843835"
1225,المزروعية,Al Mazruiyah,al mazruiyah,13,"26.45306249,50.13236944","26.43229545,50.11843982"
1226,الصفا,As Safa,as safa,13,"26.40217355,50.19550256","26.37293103,50.17591805"
1227,المنتزه,Al Muntazah,al muntazah,13,"26.38484594,50.13976284","26.36837729,50.12192708"
1228,النزهة,An Nuzhah,an nuzhah,13,"26.41077729,50.11952193","26.37460950,50.10420303"
1229,الفردوس,Al Firdaws,al firdaws,13,"26.39061600,50.12479202","26.37277048,50.11077975"
1230,قصر الخليج,Qasr Al Khalij,qasr al khalij,13,"26.37277053,50.14694985","26.35309556,50.12479176"
1231,المدينة الصناعية الثانية,Industrial City 2,industrial city 2,13,"26.26793493,50.00316047","26.22752854,49.96592770"
1232,مطار الملك فهد الدولي,King Fahd International Airport,king fahd international airport,13,"26.52682218,49.92215714","26.42301354,49.74809909"
1233,الخضرية,Al Kuthriah,al kuthriah,13,"26.46499008,50.05857569","26.43723889,50.03020235"
1234,مدينة العمال,Madinat Al Umal,madinat al umal,13,"26.42816255,50.11553429","26.41544307,50.10095443"
1235,العمامرة,Al Amamrah,al amamrah,13,"26.44605309,50.11851730","26.44177100,50.10820032"
1236,البديع,Al Badi,al badi,13,"26.45574145,50.12017470","26.44569369,50.10868764"
1237,النابية,An Nabiyah,an nabiyah,454,"26.48232290,50.01457630","26.46830802,50.00002016"
1238,الساحل,As Sahil,as sahil,67,"26.55789709,50.05484970","26.54615687,50.03789617"
1239,المرجان,Al Murjan,al murjan,67,"26.55871296,50.07506874","26.54370442,50.05439858"
1240,الشاطئ الشرقي,Ash Shati Ash Sharqi,ash shati ash sharqi,13,"26.49698381,50.13468756","26.45075314,50.12017470"
1241,الفيحاء,Al Faiha,al faiha,13,"26.45007942,50.05073127","26.42922505,50.02936630"
1242,الشفاء,Ash Shifa,ash shifa,13,"26.42461101,50.12949550","26.39274947,50.10972420"
1243,الراكة الشمالية,Ar Rakah Ash Shamaliyah,ar rakah ash shamaliyah,13,"26.37968959,50.20593607","26.35834007,50.17858325"
1244,النورس,An Nawras,an nawras,13,"26.44435049,50.21451407","26.40217355,50.17516698"
1245,الفيصلية,Al Faisaliyah,al faisaliyah,13,"26.40965627,50.08208309","26.37432465,50.04328225"
1246,الاتصالات,Al Itisalat,al itisalat,13,"26.42034775,50.09629801","26.40627119,50.07794902"
1247,ابن خلدون,Ibn Khaldun,ibn khaldun,13,"26.42620773,50.10536816","26.41839497,50.08935141"
1248,السوق,As Suq,as suq,13,"26.44290586,50.10826340","26.43800795,50.09701861"
1249,الربيع,Ar Rabi,ar rabi,13,"26.44178336,50.11848743","26.43800544,50.10820032"
1250,الحمراء,Al Hamra,al hamra,13,"26.48043903,50.09794977","26.45837008,50.08594390"
1251,البحيرة,Al Buhayrah,al buhayrah,13,"26.47370235,50.07314431","26.46219491,50.05889215"
1252,الجوهرة,Al Jawharah,al jawharah,13,"26.47463425,50.08637144","26.45851117,50.06733941"
1253,الديرة,Ad Dirah,ad dirah,454,"26.48814625,50.04238132","26.47559873,50.03304606"
1254,غرناطة,Ghirnatah,ghirnatah,454,"26.48287730,50.05889215","26.46696861,50.04594018"
1255,الرابية,Ar Rabiyah,ar rabiyah,13,"26.46608517,50.04030459","26.45915941,50.02681782"
1256,الفردوس,Al Firdaws,al firdaws,454,"26.48020161,50.04858549","26.46863654,50.04238132"
1257,السلام,As Salam,as salam,454,"26.47900639,50.04449699","26.47194795,50.03373879"
1258,قرطبة,Qurtubah,qurtubah,454,"26.50824050,50.04253836","26.49432009,50.02902834"
1259,الدانة,Ad Danah,ad danah,13,"26.46863194,50.04809866","26.46240554,50.03872688"
1260,الطف,At Tif,at tif,454,"26.49753585,50.03524338","26.48766234,50.02490334"
1261,الخصاب,Al Khisab,al khisab,454,"26.49834149,50.04053807","26.48785777,50.03152956"
1262,الغدير,Al Ghadir,al ghadir,454,"26.49854122,50.05526536","26.48603495,50.04270269"
1263,النقى,An Naqa,an naqa,454,"26.49037690,50.03396528","26.47462263,50.02847154"
1264,المنتزة,Al Muntazah,al muntazah,454,"26.49615405,50.05390725","26.48020161,50.03464515"
1265,الكوثر,Al Kawthar,al kawthar,454,"26.48932026,50.06727039","26.47085994,50.05017859"
1266,النسيم,An Nasim,an nasim,454,"26.51356934,50.05019275","26.49588431,50.03560077"
1267,الخليج,Al Khalij,al khalij,454,"26.47559873,50.03824558","26.46481814,50.02089551"
1268,الزهور,Az Zuhur,az zuhur,454,"26.47381359,50.04660889","26.46222851,50.02396154"
1269,النور,An Nur,an nur,454,"26.48923864,50.04594018","26.47900639,50.03852656"
1270,المحمدية,Al Muhammadiyah,al muhammadiyah,13,"26.47085994,50.06513670","26.43987718,50.04728746"
1271,العزيزية,Al Aziziyah,al aziziyah,13,"26.46365619,50.08159192","26.44971159,50.06171162"
1272,غرب النابية,Gharb An Nabiyah,gharb an nabiyah,454,"26.49150250,50.00903469","26.46424688,49.98912511"
1273,الواحة,Al Wahah,al wahah,13,"26.38811730,50.10494690","26.37048910,50.08222816"
1274,البساتين,Al Basatin,al basatin,13,"26.41393861,50.13160915","26.38243827,50.11889456"
1275,الاسكان,Al Iskan,al iskan,13,"26.41856255,50.12723553","26.41047912,50.11904870"
1276,القشلة,Al Qashlah,al qashlah,227,"26.37656965,50.17900138","26.35790516,50.16771659"
1277,الصدفة,As Sadafah,as sadafah,13,"26.38519390,50.24121951","26.36329827,50.19877907"
1278,البحر,Al Bahar,al bahar,31,"26.36646986,50.23447185","26.33768759,50.20685299"
1279,مدينة الملك فيصل الجامعية,King Faysal University,king faysal university,13,"26.41174760,50.22288065","26.38910149,50.18577139"
1280,الحسام,Al Hussam,al hussam,13,"26.41153133,50.18147811","26.37018832,50.16502309"
1281,ميناء الملك عبدالعزيز,King Abdul Aziz Seaport,king abdul aziz seaport,13,"26.52491980,50.22014406","26.41153133,50.16202638"
1282,النسيم,An Nasim,an nasim,13,"26.50390805,50.19345918","26.41956467,50.13305277"
1283,الخالدية الجنوبية,Al Khalidiyah Al Janubiyah,al khalidiyah al janubiyah,13,"26.41956467,50.17516698","26.38232523,50.15008882"
1284,الشعلة,Ash Shulah,ash shulah,13,"26.37048910,50.10860342","26.32857816,50.07358130"
1285,هجر,Hajr,hajr,227,"26.37497639,50.12988848","26.33654715,50.09354196"
1286,غرب الظهران,Gharb Adh Dhahran,gharb adh dhahran,227,"26.34018503,50.15405147","26.28249354,50.09282847"
1287,جامعة الملك فهد للبترول والمعادن,Kfupm,kfupm,227,"26.32085581,50.16558610","26.29099367,50.13501519"
1288,الأنوار,Al Anwar,al anwar,13,"26.38403965,50.03070843","26.34597746,49.98842615"
1289,الأمل,Al Amal,al amal,13,"26.35440711,50.03395065","26.33243819,50.00946562"
1290,الشرق,Ash Sharq,ash sharq,13,"26.36980194,49.97332581","26.35861083,49.96473007"
1291,الهضبة,Al Hadabah,al hadabah,13,"26.36238951,49.95750096","26.32727431,49.91909169"
1292,المطار,Al Matar,al matar,13,"26.41170209,49.95620777","26.35313378,49.92712372"
1293,الأمانة,Al Amanah,al amanah,13,"26.39442957,49.97854994","26.37085910,49.95774165"
1294,الفرسان,Al Fursan,al fursan,13,"26.37595759,49.97261682","26.33613650,49.95563236"
1295,الكورنيش,Al Kurnaish,al kurnaish,31,"26.34005295,50.22951082","26.27457139,50.21209861"
1296,صناعية الفوازية,Sinaiyah Al Foaziah,sinaiyah al foaziah,31,"26.25066880,50.21597177","26.23718611,50.21183789"
1297,الساحل,As Sahil,as sahil,31,"26.27850352,50.22106964","26.23769073,50.21376173"
1298,الخور,Al Khawr,al khawr,31,"26.23581349,50.22116548","26.21886251,50.21376760"
1299,اشبيليا,Ishbiliya,ishbiliya,31,"26.21942905,50.22122458","26.18022469,50.21288140"
1300,البحيرة,Al Buhayrah,al buhayrah,31,"26.20089556,50.19230836","26.18146337,50.17076732"
1301,الشراع,Ash Sheraa,ash sheraa,31,"26.17633935,50.16330284","26.15103660,50.13297040"
1302,الكوثر,Al Kawthar,al kawthar,31,"26.15863868,50.13297040","26.13901491,50.10146730"
1303,الرجاء,Ar Raja,ar raja,31,"26.17903542,50.13694594","26.15549338,50.11240059"
1304,الصواري,As Sawari,as sawari,31,"26.19901329,50.16646034","26.17239844,50.13691073"
1305,العقيق,Al Aqiq,al aqiq,31,"26.11017167,50.15775932","26.08114659,50.12847175"
1306,المها,Al Maha,al maha,31,"26.19961402,50.14119764","26.17652465,50.12437667"
1307,الامواج,Al Amwaj,al amwaj,31,"26.15549338,50.16252992","26.12738556,50.12896566"
1308,اللؤلؤ,Al Lulu,al lulu,31,"26.13309847,50.15886972","26.10381793,50.12802717"
1309,المرجان,Al Murjan,al murjan,31,"26.13919068,50.13010731","26.08778180,50.09784190"
1310,السفن,As Sufun,as sufun,31,"26.17963536,50.17777501","26.09027271,50.15650321"
1311,التلال,At Talal,at talal,2167,"26.56415026,49.94895229","26.51247241,49.89712334"
1312,النهضة,An Nahdah,an nahdah,2167,"26.55438087,49.91378086","26.53281980,49.88730077"
1313,الروابي,Ar Rawabi,ar rawabi,2167,"26.56657556,49.89712334","26.54764879,49.87604252"
1314,الاوجام,Al Aujam,al aujam,2167,"26.57648655,49.95611747","26.54695317,49.92914058"
1315,البديع,Al Badia,al badia,67,"26.55902807,49.95935107","26.53508885,49.95418788"
1316,الفيحاء,Al Faiha,al faiha,2167,"26.59477647,49.93611286","26.55438087,49.88209690"
1317,الريحان,Ar Raihan,ar raihan,2167,"26.51634925,49.94571268","26.49961454,49.93200147"
1318,المها,Al Maha,al maha,13,"26.50648755,49.94811183","26.46348301,49.91989410"
1319,العقيق,Al Aqiq,al aqiq,2171,"26.53309584,50.02942697","26.52610660,50.01314894"
1320,منطقة المستودعات,Warehouse Area,warehouse area,67,"26.55022158,50.02804073","26.53267765,50.01015336"
1321,البدر,Al Badr,al badr,2171,"26.51416632,50.03602589","26.50793467,50.02475300"
1322,البستان,Al Bustan,al bustan,2171,"26.51950087,50.03568969","26.51312379,50.03009203"
1323,المحار,Al Mahar,al mahar,2171,"26.53157651,50.03420354","26.51856340,50.02538262"
1324,عنك,Anak,anak,2171,"26.52943038,50.03072506","26.51222994,50.01662265"
1325,الانوار,Al Anwar,al anwar,2171,"26.53206365,50.01784724","26.51670064,49.99953084"
1326,الملاحة,Al Mallahah,al mallahah,2171,"26.51895450,50.01007951","26.50529129,49.99507793"
1327,المجيدية,Al Majidiyah,al majidiyah,67,"26.55304270,50.03246444","26.53123423,50.01647035"
1328,ام الحمام,Umm Al Hamam,umm al hamam,2171,"26.52744104,50.00079071","26.51489350,49.99506100"
1329,الجش,Al Jish,al jish,2171,"26.52151341,49.99555224","26.51024900,49.98453142"
1330,الاندلس,Al Andalus,al andalus,456,"26.56068044,50.08678417","26.54826331,50.07215057"
1331,دارين,Darin,darin,456,"26.54841320,50.08091007","26.54145085,50.07097899"
1332,الشاطئ,Ash Shati,ash shati,67,"26.56905623,50.05439858","26.55593814,50.03625373"
1333,الفتح,Al Fath,al fath,67,"26.57362674,50.05277629","26.56709207,50.03554523"
1334,الزمرد,Az Zomorod,az zomorod,456,"26.57016036,50.07004496","26.56751004,50.06564265"
1335,الواحة,Al Wahah,al wahah,67,"26.58086357,50.03215812","26.57025617,50.02245345"
1336,المروج,Al Muruj,al muruj,67,"26.59072637,50.05172848","26.58168486,50.04487123"
1337,الصدفة,As Sadafah,as sadafah,456,"26.57027523,50.08365038","26.55677245,50.06098134"
1338,المناخ,Al Manakh,al manakh,456,"26.57566572,50.07215057","26.55609748,50.05210995"
1339,الصناعية,As Sinaiyah,as sinaiyah,67,"26.59008154,50.04611973","26.57987421,50.02977360"
1340,النرجس,An Narjis,an narjis,456,"26.59386127,50.08113236","26.58191966,50.07017908"
1341,الربيعية,Ar Rabeiyah,ar rabeiyah,456,"26.57668710,50.08471864","26.56151438,50.07334050"
